iter	Accuracy	Logloss
882	0.906910337	0.2496207871
883	0.9074814392	0.2494625634
884	0.9074814392	0.2493739504
885	0.908195317	0.2492491722
886	0.9080525414	0.249092449
887	0.9083380925	0.2489869245
888	0.908195317	0.2488939822
889	0.908195317	0.2487112034
890	0.9083380925	0.2485676582
891	0.9087664192	0.2484090055
892	0.9087664192	0.2482900409
893	0.9087664192	0.2481759837
894	0.9089091947	0.2479215818
895	0.9089091947	0.2478257567
896	0.9091947459	0.2477439197
897	0.9093375214	0.2476352003
898	0.9090519703	0.2474817852
899	0.9093375214	0.2473375571
900	0.909480297	0.2472155105
901	0.9091947459	0.2470151449
902	0.9093375214	0.246878586
903	0.9093375214	0.2467271321
904	0.909480297	0.2465461198
905	0.9103369503	0.2463877571
906	0.9103369503	0.2462483444
907	0.9106225014	0.2460943926
908	0.9111936037	0.2459403622
909	0.9116219303	0.2457254118
910	0.9116219303	0.2456373523
911	0.9114791548	0.2454979074
912	0.9119074814	0.245419166
913	0.9124785837	0.2452332908
914	0.9124785837	0.2451177745
915	0.9126213592	0.2449744254
916	0.9127641348	0.2448798209
917	0.9129069103	0.2447794799
918	0.9129069103	0.2446383231
919	0.9127641348	0.2444917639
920	0.9129069103	0.2444014096
921	0.9131924615	0.2442701595
922	0.913335237	0.2440846751
923	0.9134780126	0.2439684088
924	0.9134780126	0.2438608252
925	0.9134780126	0.2436079911
926	0.913335237	0.2434883418
927	0.9136207881	0.2433426855
928	0.9134780126	0.2431559407
929	0.9136207881	0.2430685875
930	0.9139063392	0.2429216304
931	0.9134780126	0.2428245882
932	0.9136207881	0.2426122078
933	0.9139063392	0.2424690903
934	0.9137635637	0.2423738712
935	0.9140491148	0.2421596708
936	0.9140491148	0.2419654158
937	0.9140491148	0.2419139838
938	0.9143346659	0.24180176
939	0.9140491148	0.2416613324
940	0.9140491148	0.2415679964
941	0.9140491148	0.241488635
942	0.9141918903	0.2412987736
943	0.9141918903	0.2411716166
944	0.9143346659	0.2410026169
945	0.9143346659	0.2408479695
946	0.9141918903	0.2407001665
947	0.9140491148	0.2405315686
948	0.9143346659	0.2404350533
949	0.9144774415	0.2402831995
950	0.9144774415	0.2401639309
951	0.914620217	0.2400589438
952	0.9144774415	0.2399419996
953	0.9144774415	0.2398276397
954	0.9144774415	0.2397625323
955	0.9143346659	0.2397317861
956	0.9143346659	0.23960298
957	0.9143346659	0.2394776907
958	0.914620217	0.2392805097
959	0.9143346659	0.2392259238
960	0.9149057681	0.2390720137
961	0.9149057681	0.2388866034
962	0.9150485437	0.2387558294
963	0.915905197	0.2386322683
964	0.915905197	0.238516006
965	0.9160479726	0.2384365287
966	0.9166190748	0.2383153355
967	0.9167618504	0.2381940207
968	0.9164762993	0.2381330626
969	0.9163335237	0.238034465
970	0.9166190748	0.237879835
971	0.9164762993	0.2377232221
972	0.9163335237	0.2376393639
973	0.9164762993	0.237554729
974	0.9164762993	0.2374524137
975	0.9169046259	0.2373601509
976	0.9174757282	0.2371945652
977	0.9174757282	0.2371252051
978	0.9176185037	0.2370001208
979	0.9177612793	0.2368487143
980	0.9176185037	0.2367849448
981	0.9177612793	0.2366232572
982	0.9183323815	0.2365207825
983	0.9187607082	0.2364157255
984	0.9187607082	0.236303861
985	0.9193318104	0.2361240829
986	0.9190462593	0.2360157315
987	0.9190462593	0.235916944
988	0.9191890348	0.235830949
989	0.9191890348	0.2356902904
990	0.9191890348	0.2355897059
991	0.9190462593	0.2354457814
992	0.9193318104	0.2353362639
993	0.919474586	0.2352269234
994	0.919474586	0.2350683491
995	0.9197601371	0.2348901382
996	0.9196173615	0.2347217657
997	0.9197601371	0.2345803635
998	0.9197601371	0.2345082383
999	0.9200456882	0.2343948527
1000	0.9199029126	0.2342535317
1001	0.9197601371	0.2341285289
1002	0.9200456882	0.2339963552
1003	0.9201884637	0.2337832324
1004	0.9200456882	0.2335933848
1005	0.9200456882	0.2334980225
1006	0.9203312393	0.2333364361
1007	0.920759566	0.2332563659
1008	0.9206167904	0.2331499978
1009	0.9209023415	0.2330494702
1010	0.9204740148	0.2329387208
1011	0.9204740148	0.2328813083
1012	0.9206167904	0.232796879
1013	0.9211878926	0.2326213425
1014	0.9213306682	0.232488963
1015	0.9211878926	0.2323960014
1016	0.9213306682	0.2323192826
1017	0.9214734437	0.232260523
1018	0.9216162193	0.232178519
1019	0.9219017704	0.2320781713
1020	0.9221873215	0.2319663795
1021	0.9221873215	0.231886995
1022	0.9223300971	0.2317887675
1023	0.9221873215	0.2317018945
1024	0.9219017704	0.2315474699
1025	0.9219017704	0.2314669163
1026	0.922044546	0.2313183062
1027	0.9221873215	0.2312327859
1028	0.9223300971	0.2311193795
1029	0.9223300971	0.2309937871
1030	0.9224728726	0.2308971027
1031	0.9229011993	0.2307719091
1032	0.9229011993	0.2306654172
1033	0.9226156482	0.2305474912
1034	0.9231867504	0.2303983775
1035	0.9234723015	0.2302013687
1036	0.9234723015	0.2300551708
1037	0.9237578527	0.2299063933
1038	0.9240434038	0.229826067
1039	0.9247572816	0.2296997204
1040	0.9249000571	0.2296071478
1041	0.9247572816	0.2294811086
1042	0.9250428327	0.2293521285
1043	0.9250428327	0.2291963994
1044	0.9250428327	0.2290500295
1045	0.9249000571	0.2289389885
1046	0.9251856082	0.2288112375
1047	0.9253283838	0.2286718591
1048	0.9249000571	0.228556597
1049	0.9250428327	0.2284320678
1050	0.9250428327	0.2283715378
1051	0.9250428327	0.2282979353
1052	0.9250428327	0.2281696483
1053	0.9256139349	0.2280388145
1054	0.9257567105	0.2278855161
1055	0.9256139349	0.2278021472
1056	0.9254711593	0.2276763866
1057	0.9256139349	0.2275922797
1058	0.925899486	0.2275191141
1059	0.925899486	0.2274524962
1060	0.9260422616	0.2273831634
1061	0.9257567105	0.2272426648
1062	0.925899486	0.2270911651
1063	0.9263278127	0.2269567877
1064	0.9261850371	0.2268546155
1065	0.9264705882	0.2267421644
1066	0.9266133638	0.2266100133
1067	0.9270416905	0.2264947112
1068	0.9268989149	0.2264288966
1069	0.9268989149	0.2263011036
1070	0.9267561393	0.2261879797
1071	0.927184466	0.2260736994
1072	0.927184466	0.2259625895
1073	0.927184466	0.2258539255
1074	0.927184466	0.2257306101
1075	0.927184466	0.225657364
1076	0.9267561393	0.225546974
1077	0.927184466	0.2254757748
1078	0.9270416905	0.2253798026
1079	0.927184466	0.2252136365
1080	0.9270416905	0.2251008725
1081	0.927184466	0.2249949414
1082	0.927184466	0.2249375451
1083	0.927184466	0.2248326398
1084	0.927184466	0.2247236726
1085	0.9273272416	0.2246918988
1086	0.9273272416	0.2246055256
1087	0.9273272416	0.2245241733
1088	0.9274700171	0.2244368749
1089	0.9276127927	0.2243297198
1090	0.9276127927	0.224206758
1091	0.9278983438	0.2240929528
1092	0.9280411194	0.2239962237
1093	0.9280411194	0.2239315647
1094	0.9281838949	0.2238338041
1095	0.9277555682	0.2236689955
1096	0.9277555682	0.2235623618
1097	0.9278983438	0.2235007747
1098	0.9278983438	0.2234309803
1099	0.9278983438	0.2233479412
1100	0.9278983438	0.223238752
1101	0.9280411194	0.2230605571
1102	0.9281838949	0.2229322225
1103	0.9287549971	0.2227377594
1104	0.9286122216	0.2226238112
1105	0.928469446	0.2225085833
1106	0.9281838949	0.222377874
1107	0.9283266705	0.2222833971
1108	0.9288977727	0.2221764157
1109	0.928469446	0.2220426987
1110	0.928469446	0.2219768186
1111	0.928469446	0.2218544239
1112	0.9287549971	0.2217223783
1113	0.9288977727	0.2216181207
1114	0.9287549971	0.2214040938
1115	0.9288977727	0.2212911372
1116	0.9290405483	0.2211435934
1117	0.9287549971	0.2210384748
1118	0.9287549971	0.2209694642
1119	0.9288977727	0.2208021503
1120	0.9288977727	0.2207411811
1121	0.9290405483	0.2206602548
1122	0.9290405483	0.2205707351
1123	0.9288977727	0.2204693656
1124	0.9291833238	0.2203672882
1125	0.9293260994	0.2202619779
1126	0.9293260994	0.2202298999
1127	0.9294688749	0.2201171802
1128	0.9296116505	0.2200007378
1129	0.9294688749	0.2198869857
1130	0.9296116505	0.2197264596
1131	0.9294688749	0.2196380633
1132	0.9298972016	0.2195454406
1133	0.9301827527	0.2194260439
1134	0.9303255283	0.2193422509
1135	0.9303255283	0.2191634404
1136	0.9304683038	0.2190230809
1137	0.9304683038	0.2189711452
1138	0.9304683038	0.2189300531
1139	0.9306110794	0.2188167395
1140	0.9307538549	0.2186645864
1141	0.9308966305	0.2185729051
1142	0.9308966305	0.218499939
1143	0.9307538549	0.2183521754
1144	0.9307538549	0.2182886645
1145	0.9307538549	0.2181249208
1146	0.9308966305	0.2180492441
1147	0.9306110794	0.2178916375
1148	0.9306110794	0.2178064979
1149	0.9306110794	0.2177746499
1150	0.9306110794	0.217649132
1151	0.9306110794	0.2175393388
1152	0.9306110794	0.2173899941
1153	0.9306110794	0.2173263251
1154	0.9310394061	0.2171998029
1155	0.9316105083	0.2170550839
1156	0.9316105083	0.2169195195
1157	0.9316105083	0.2167571895
1158	0.932038835	0.2166548199
1159	0.9321816105	0.2165756535
1160	0.9321816105	0.216416804
1161	0.9323243861	0.2162886155
1162	0.9323243861	0.2162200153
1163	0.9323243861	0.2161143005
1164	0.9324671616	0.2160024632
1165	0.9324671616	0.215839289
1166	0.9323243861	0.215738285
1167	0.9323243861	0.2156081976
1168	0.9324671616	0.2153965232
1169	0.9326099372	0.2153273044
1170	0.9327527127	0.2151958098
1171	0.9327527127	0.2150937147
1172	0.9330382638	0.2150186836
1173	0.9331810394	0.2149473796
1174	0.9330382638	0.2148263981
1175	0.9331810394	0.2147118989
1176	0.9331810394	0.2146482309
1177	0.9331810394	0.2145324188
1178	0.9334665905	0.2144468827
1179	0.9334665905	0.2143264473
1180	0.9334665905	0.2142690358
1181	0.9334665905	0.2141110127
1182	0.9336093661	0.214013471
1183	0.9336093661	0.2139550151
1184	0.9338949172	0.2138331575
1185	0.9337521416	0.2136950069
1186	0.9338949172	0.2135895783
1187	0.9340376927	0.2135147738
1188	0.9343232439	0.2134017207
1189	0.9338949172	0.2132856035
1190	0.9341804683	0.2131416351
1191	0.9344660194	0.2130126373
1192	0.9343232439	0.2128642281
1193	0.9344660194	0.2127875592
1194	0.9344660194	0.2126462129
1195	0.9344660194	0.2126015692
1196	0.934608795	0.2123835664
1197	0.9344660194	0.2122587509
1198	0.934608795	0.2121027737
1199	0.9343232439	0.2119292352
1200	0.934608795	0.2118115342
1201	0.934608795	0.2117328566
1202	0.934608795	0.2116423531
1203	0.934608795	0.2115615204
1204	0.9348943461	0.2113930084
1205	0.9348943461	0.2112726166
1206	0.9348943461	0.2111654383
1207	0.9348943461	0.2110803112
1208	0.9348943461	0.2110120904
1209	0.9348943461	0.2109555634
1210	0.9348943461	0.2108213691
1211	0.9348943461	0.210714296
1212	0.9353226728	0.2105175638
1213	0.9351798972	0.2104500448
1214	0.9354654483	0.2102921624
1215	0.9356082239	0.2101465518
1216	0.9357509994	0.210077986
1217	0.935893775	0.2100139658
1218	0.9360365505	0.2099153917
1219	0.9360365505	0.209822495
1220	0.9360365505	0.2097361992
1221	0.935893775	0.2096522246
1222	0.935893775	0.2095633094
1223	0.935893775	0.2094569211
1224	0.9360365505	0.2093600287
1225	0.935893775	0.2092787846
1226	0.9360365505	0.2091798523
1227	0.9361793261	0.2090912
1228	0.9363221017	0.209012173
1229	0.9363221017	0.2089287181
1230	0.9363221017	0.2088482111
1231	0.9363221017	0.2087976278
1232	0.9363221017	0.2086904069
1233	0.9363221017	0.2085708332
1234	0.9363221017	0.2084544051
1235	0.9366076528	0.2083252745
1236	0.9364648772	0.2082736401
1237	0.9366076528	0.2082114501
1238	0.9363221017	0.2081302306
1239	0.9367504283	0.2079918211
1240	0.9368932039	0.2079456839
1241	0.9368932039	0.2078480988
1242	0.9370359794	0.2077791662
1243	0.9370359794	0.2077128374
1244	0.9370359794	0.2076202545
1245	0.937178755	0.2074799534
1246	0.937178755	0.2073507522
1247	0.937178755	0.2072454756
1248	0.9373215306	0.2071082009
1249	0.9374643061	0.2070122241
1250	0.9374643061	0.2069069157
1251	0.9374643061	0.2068014383
1252	0.9376070817	0.2067335837
1253	0.9376070817	0.2066340027
1254	0.9376070817	0.2065615606
1255	0.9373215306	0.2064848801
1256	0.9377498572	0.2063773542
1257	0.9377498572	0.2063007763
1258	0.9377498572	0.2062070509
1259	0.9377498572	0.2061015585
1260	0.9377498572	0.2059648016
1261	0.9377498572	0.2058696149
1262	0.9377498572	0.2058173009
1263	0.9377498572	0.2057727292
1264	0.9374643061	0.2056407166
1265	0.9373215306	0.2055199056
1266	0.9378926328	0.2053660424
1267	0.9378926328	0.2053140111
1268	0.9381781839	0.2051640966
1269	0.9381781839	0.2051222217
1270	0.9380354083	0.2050101996
1271	0.9380354083	0.2049211503
1272	0.9380354083	0.2048488203
1273	0.9378926328	0.2048325402
1274	0.9377498572	0.2046971887
1275	0.9381781839	0.2045428773
1276	0.9383209595	0.2044703003
1277	0.9386065106	0.2043580849
1278	0.9388920617	0.2042169599
1279	0.938463735	0.2041423324
1280	0.9386065106	0.2040167317
1281	0.9388920617	0.2038776592
1282	0.9391776128	0.2037794697
1283	0.9393203883	0.2037253535
1284	0.9396059395	0.2036396634
1285	0.9398914906	0.2034972973
1286	0.9401770417	0.2033508724
1287	0.9403198172	0.2032712439
1288	0.9403198172	0.2032023444
1289	0.9406053684	0.2030787438
1290	0.9407481439	0.2029378486
1291	0.9404625928	0.2028712311
1292	0.9407481439	0.2027798918
1293	0.9408909195	0.2026955699
1294	0.941033695	0.2026336049
1295	0.9407481439	0.202527905
1296	0.9408909195	0.2024457704
1297	0.9411764706	0.2023492039
1298	0.9413192461	0.2022979229
1299	0.9417475728	0.2021352322
1300	0.9417475728	0.2020324239
1301	0.9417475728	0.2019413013
1302	0.9417475728	0.2018259848
1303	0.9417475728	0.2017466874
1304	0.9421758995	0.2016257511
1305	0.9424614506	0.2015269677
1306	0.9424614506	0.2014168615
1307	0.9426042262	0.2013369448
1308	0.9427470017	0.2012635348
1309	0.9426042262	0.2011171666
1310	0.9427470017	0.2010374968
1311	0.942318675	0.2009194212
1312	0.942318675	0.2008618823
1313	0.9426042262	0.2007616694
1314	0.9426042262	0.200608498
1315	0.9424614506	0.2005559262
1316	0.9424614506	0.2004305503
1317	0.9426042262	0.2003168037
1318	0.9430325528	0.2002327011
1319	0.9430325528	0.2001500014
1320	0.9433181039	0.1999923941
1321	0.9430325528	0.1998903496
1322	0.9430325528	0.1997937098
1323	0.9431753284	0.199677188
1324	0.9431753284	0.1995797431
1325	0.9433181039	0.1994807905
1326	0.9433181039	0.1993540982
1327	0.9434608795	0.1991636644
1328	0.9436036551	0.199071471
1329	0.9436036551	0.1989612645
1330	0.9437464306	0.1988837012
1331	0.9437464306	0.198771239
1332	0.9437464306	0.1987221806
1333	0.9437464306	0.1986537997
1334	0.9437464306	0.19860519
1335	0.9437464306	0.1985071119
1336	0.9438892062	0.1984680042
1337	0.9440319817	0.1983463527
1338	0.9441747573	0.1982674261
1339	0.9441747573	0.1981926729
1340	0.9443175328	0.1981184668
1341	0.9441747573	0.1980080315
1342	0.9441747573	0.197858705
1343	0.9443175328	0.1977821966
1344	0.9443175328	0.1976555071
1345	0.9444603084	0.1975445216
1346	0.944603084	0.1974555355
1347	0.944603084	0.1973947782
1348	0.9444603084	0.197285595
1349	0.9443175328	0.1972148137
1350	0.9444603084	0.1971277038
1351	0.944603084	0.197065907
1352	0.9443175328	0.1969612611
1353	0.9447458595	0.1968435011
1354	0.9448886351	0.1967423924
1355	0.9447458595	0.196602001
1356	0.9447458595	0.1964798002
1357	0.9447458595	0.1964110569
1358	0.9444603084	0.1963432338
1359	0.9447458595	0.1962363794
1360	0.9448886351	0.196148621
1361	0.9448886351	0.1960674073
1362	0.9447458595	0.1960071381
1363	0.9451741862	0.1959238718
1364	0.9451741862	0.1958549359
1365	0.9453169617	0.19576424
1366	0.9453169617	0.1956376634
1367	0.9453169617	0.1955266303
1368	0.9454597373	0.1954889762
1369	0.9453169617	0.1954333263
1370	0.9456025128	0.195325802
1371	0.9457452884	0.195250344
1372	0.945888064	0.1951831374
1373	0.9457452884	0.1950109002
1374	0.9457452884	0.1949606159
1375	0.945888064	0.1949080205
1376	0.945888064	0.1948325499
1377	0.9460308395	0.1947613805
1378	0.9460308395	0.1946697841
1379	0.9461736151	0.1945966357
1380	0.9460308395	0.1945329658
1381	0.9460308395	0.1944709312
1382	0.9460308395	0.1943631703
1383	0.9463163906	0.1942565744
1384	0.9463163906	0.1942082825
1385	0.9461736151	0.1941295847
1386	0.9464591662	0.1939881352
1387	0.9464591662	0.1939213325
1388	0.9466019417	0.1938425511
1389	0.9466019417	0.1937546051
1390	0.9467447173	0.1936507495
1391	0.9467447173	0.1936182195
1392	0.9468874929	0.1935545559
1393	0.9467447173	0.1934709716
1394	0.9467447173	0.1933900195
1395	0.9466019417	0.1932805361
1396	0.9467447173	0.1931547565
1397	0.9470302684	0.1930809588
1398	0.9470302684	0.1930181319
1399	0.947173044	0.1929494436
1400	0.947173044	0.1928075823
1401	0.947173044	0.1927159423
1402	0.947173044	0.1926253845
1403	0.947173044	0.1924121419
1404	0.947173044	0.1922878686
1405	0.947173044	0.1922125397
1406	0.9473158195	0.1920737797
1407	0.9473158195	0.191997314
1408	0.9473158195	0.1919581106
1409	0.9474585951	0.1918695109
1410	0.9474585951	0.1917047204
1411	0.9476013706	0.1916101704
1412	0.947173044	0.1915425126
1413	0.9473158195	0.1914780756
1414	0.947173044	0.1913225298
1415	0.9473158195	0.1912209243
1416	0.9474585951	0.1911347975
1417	0.9474585951	0.1910452331
1418	0.9476013706	0.1909935643
1419	0.9477441462	0.1908691929
1420	0.9476013706	0.1907715726
1421	0.9476013706	0.1907397296
1422	0.9474585951	0.1906891118
1423	0.9477441462	0.1906333244
1424	0.9478869218	0.1905368137
1425	0.9478869218	0.1904643624
1426	0.9478869218	0.1903825461
1427	0.9478869218	0.1903534299
1428	0.9478869218	0.1902419006
1429	0.9481724729	0.1901685693
1430	0.9481724729	0.1900567386
1431	0.9481724729	0.1900038139
1432	0.948458024	0.1898733193
1433	0.9486007995	0.1898022379
1434	0.9486007995	0.1896673255
1435	0.9487435751	0.1895722741
1436	0.9490291262	0.1894946753
1437	0.9490291262	0.1894519256
1438	0.9490291262	0.1893765723
1439	0.9491719018	0.1892536367
1440	0.9494574529	0.18919338
1441	0.9494574529	0.1891074426
1442	0.9494574529	0.1889995111
1443	0.9494574529	0.1889277416
1444	0.9494574529	0.1888602026
1445	0.9494574529	0.188801755
1446	0.9494574529	0.1887521529
1447	0.9494574529	0.18868879
1448	0.9494574529	0.1885870813
1449	0.9494574529	0.1885389988
1450	0.9493146773	0.1884672876
1451	0.9496002284	0.1883852735
1452	0.9496002284	0.1883273713
1453	0.949743004	0.1882380145
1454	0.9503141062	0.1880816743
1455	0.9505996573	0.1879768057
1456	0.9507424329	0.1879132059
1457	0.951027984	0.1877960575
1458	0.9511707596	0.1877480362
1459	0.951027984	0.1876777133
1460	0.9508852085	0.1876158435
1461	0.951027984	0.1875632876
1462	0.9508852085	0.187478985
1463	0.9511707596	0.1873933561
1464	0.9511707596	0.1873001942
1465	0.9514563107	0.1872183
1466	0.9513135351	0.1871324236
1467	0.9514563107	0.1870386098
1468	0.9513135351	0.1869798916
1469	0.9511707596	0.1868797445
1470	0.9517418618	0.1867396502
1471	0.9514563107	0.1865983775
1472	0.9515990862	0.1865019393
1473	0.9514563107	0.1864217646
1474	0.9515990862	0.1862817446
1475	0.9518846374	0.1862113892
1476	0.9518846374	0.1861202432
1477	0.9518846374	0.186020879
1478	0.9520274129	0.1859456684
1479	0.9518846374	0.1858829165
1480	0.952312964	0.1857622079
1481	0.9524557396	0.1856287403
1482	0.9521701885	0.1854796403
1483	0.9521701885	0.185376305
1484	0.9521701885	0.1852520814
1485	0.9524557396	0.1851423222
1486	0.9524557396	0.1850799523
1487	0.9527412907	0.1850327857
1488	0.9525985151	0.1849405852
1489	0.9530268418	0.1848709602
1490	0.9533123929	0.1847589169
1491	0.9534551685	0.1846844913
1492	0.9533123929	0.1845978494
1493	0.9533123929	0.1844852622
1494	0.953597944	0.1843625587
1495	0.9537407196	0.1842637682
1496	0.9541690463	0.1841570697
1497	0.9538834951	0.1840994593
1498	0.9538834951	0.1840316394
1499	0.9540262707	0.1839690886
1500	0.9540262707	0.1838941143
1501	0.9538834951	0.1838357562
1502	0.9543118218	0.1837115424
1503	0.9545973729	0.1836506125
1504	0.9547401485	0.1835601712
1505	0.9544545974	0.1834516977
1506	0.9540262707	0.1833575339
1507	0.9543118218	0.1833069487
1508	0.9544545974	0.1831604108
1509	0.9544545974	0.1830749249
1510	0.9547401485	0.1829993722
1511	0.9543118218	0.1828479778
1512	0.9541690463	0.1827348128
1513	0.9543118218	0.1826100202
1514	0.9543118218	0.1824709976
1515	0.9541690463	0.1824133765
1516	0.9543118218	0.1823669056
1517	0.9543118218	0.182317561
1518	0.9544545974	0.1821951253
1519	0.9547401485	0.1820937619
1520	0.9547401485	0.1820046505
1521	0.9547401485	0.1819412731
1522	0.954882924	0.1818893917
1523	0.9547401485	0.1817315931
1524	0.954882924	0.181628514
1525	0.9551684752	0.1815714991
1526	0.9551684752	0.1814714129
1527	0.9553112507	0.1814093357
1528	0.9550256996	0.1813109763
1529	0.9553112507	0.1812414223
1530	0.9551684752	0.1811594545
1531	0.9551684752	0.1810892993
1532	0.9551684752	0.1810725839
1533	0.9551684752	0.1809897873
1534	0.9553112507	0.1809778345
1535	0.9551684752	0.1808022568
1536	0.9555968018	0.1807152918
1537	0.9558823529	0.1806422615
1538	0.9558823529	0.1805503277
1539	0.9558823529	0.1805244521
1540	0.9557395774	0.1804351383
1541	0.9557395774	0.1803962081
1542	0.9558823529	0.1803025409
1543	0.9560251285	0.1801615139
1544	0.9558823529	0.1800795362
1545	0.9557395774	0.1799885902
1546	0.9558823529	0.1799203309
1547	0.9557395774	0.1798364904
1548	0.9557395774	0.1797701134
1549	0.9557395774	0.1797371038
1550	0.9558823529	0.1796654562
1551	0.9560251285	0.179593147
1552	0.9558823529	0.179532173
1553	0.9560251285	0.1794239217
1554	0.9560251285	0.1793359515
1555	0.9564534552	0.1792627977
1556	0.9564534552	0.1792059798
1557	0.9565962307	0.1790759712
1558	0.9564534552	0.1789246036
1559	0.9565962307	0.1788434186
1560	0.9565962307	0.1787853939
1561	0.9568817818	0.1787169741
1562	0.9570245574	0.1786507197
1563	0.9570245574	0.1785895308
1564	0.9573101085	0.1784686727
1565	0.9573101085	0.1784199001
1566	0.9573101085	0.1783819184
1567	0.9574528841	0.1783144777
1568	0.9574528841	0.1782728956
1569	0.9575956596	0.1781268792
1570	0.9575956596	0.1780907021
1571	0.9574528841	0.1779775233
1572	0.9575956596	0.1778434194
1573	0.9575956596	0.1777904107
1574	0.9575956596	0.1777391861
1575	0.9583095374	0.1776553951
1576	0.9581667619	0.1775299784
1577	0.9581667619	0.1774703178
1578	0.9581667619	0.1774110732
1579	0.9580239863	0.1773586179
1580	0.9581667619	0.1773217116
1581	0.9581667619	0.1772393224
1582	0.958452313	0.1771767986
1583	0.9583095374	0.1771205195
1584	0.9583095374	0.1770306858
1585	0.9585950885	0.1769126408
1586	0.9585950885	0.1768605995
1587	0.958452313	0.1767796223
1588	0.9585950885	0.1767519693
1589	0.9585950885	0.1767082734
1590	0.9581667619	0.1766297714
1591	0.9583095374	0.176570675
1592	0.958452313	0.1764497749
1593	0.9587378641	0.176370586
1594	0.9588806396	0.1762841775
1595	0.9585950885	0.1761812218
1596	0.9587378641	0.1761173484
1597	0.9593089663	0.1760503179
1598	0.9594517419	0.1759649864
1599	0.9591661907	0.1758873856
1600	0.9590234152	0.1758326536
1601	0.9591661907	0.1757562069
1602	0.9594517419	0.1756343855
1603	0.9594517419	0.1755606965
1604	0.9595945174	0.1754927288
1605	0.9600228441	0.1754186609
1606	0.9600228441	0.1753659722
1607	0.9595945174	0.1752721888
1608	0.959737293	0.175200905
1609	0.959737293	0.1751384721
1610	0.959737293	0.1750571847
1611	0.9598800685	0.1750082949
1612	0.9598800685	0.1749812486
1613	0.9598800685	0.1748667443
1614	0.9598800685	0.1748027291
1615	0.9601656196	0.1746902189
1616	0.9598800685	0.1745756312
1617	0.9600228441	0.1744960171
1618	0.9598800685	0.1744106419
1619	0.9598800685	0.1743189346
1620	0.9595945174	0.1741756842
1621	0.9595945174	0.1741026603
1622	0.9601656196	0.1740364443
1623	0.9600228441	0.1739263818
1624	0.9600228441	0.173857154
1625	0.9598800685	0.1737498857
1626	0.9600228441	0.1737049373
1627	0.9600228441	0.1736380015
1628	0.9601656196	0.1735400127
1629	0.9601656196	0.1734183018
1630	0.9600228441	0.1733882076
1631	0.9600228441	0.1733328918
1632	0.9603083952	0.1732538984
1633	0.9605939463	0.1731389689
1634	0.9608794974	0.1730636323
1635	0.9607367219	0.1729755221
1636	0.9608794974	0.1728761997
1637	0.9608794974	0.1728457533
1638	0.9608794974	0.1727387089
1639	0.9611650485	0.1726015297
1640	0.9614505997	0.172523704
1641	0.9614505997	0.1724439632
1642	0.9611650485	0.1723952799
1643	0.9614505997	0.1723164371
1644	0.9614505997	0.1722250918
1645	0.9614505997	0.172121622
1646	0.961022273	0.1720148701
1647	0.9611650485	0.1719724249
1648	0.961022273	0.1719083695
1649	0.9613078241	0.1718600049
1650	0.9614505997	0.1717523876
1651	0.9613078241	0.1716077905
1652	0.9613078241	0.1715149234
1653	0.9615933752	0.1714021489
1654	0.9615933752	0.1713195886
1655	0.9614505997	0.1712668832
1656	0.9613078241	0.1711625262
1657	0.9611650485	0.1710969566
1658	0.9614505997	0.1710294159
1659	0.9614505997	0.1709558251
1660	0.9613078241	0.170863606
1661	0.9617361508	0.170716821
1662	0.9618789263	0.1706118246
1663	0.9618789263	0.1705204496
1664	0.9618789263	0.1704641795
1665	0.9618789263	0.1704204558
1666	0.9618789263	0.1703807515
1667	0.9620217019	0.1703204866
1668	0.962307253	0.1702262036
1669	0.962307253	0.1701411083
1670	0.962307253	0.1700984444
1671	0.9624500286	0.170010703
1672	0.9624500286	0.1699355382
1673	0.9624500286	0.1698609273
1674	0.9624500286	0.1697902583
1675	0.9625928041	0.1696981738
1676	0.9624500286	0.1696408383
1677	0.9624500286	0.1695958974
1678	0.9625928041	0.1695230437
1679	0.9625928041	0.1694717168
1680	0.9628783552	0.1693937991
1681	0.9630211308	0.1693100912
1682	0.9628783552	0.1692164392
1683	0.9631639063	0.1691381015
1684	0.9630211308	0.1690353526
1685	0.9631639063	0.1689578264
1686	0.9630211308	0.1689356822
1687	0.9631639063	0.1688511004
1688	0.9633066819	0.1687868279
1689	0.9631639063	0.1687467385
1690	0.9634494575	0.1686488619
1691	0.963592233	0.1685822881
1692	0.9633066819	0.1685299196
1693	0.9633066819	0.1684111382
1694	0.9634494575	0.1683295818
1695	0.9637350086	0.1682700783
1696	0.9637350086	0.168216385
1697	0.9634494575	0.168145268
1698	0.9637350086	0.1680092497
1699	0.9641633352	0.1679354716
1700	0.9644488864	0.167827367
1701	0.9644488864	0.1677463237
1702	0.9644488864	0.1676904666
1703	0.9644488864	0.1676005041
1704	0.9645916619	0.1675465762
1705	0.9644488864	0.167478768
1706	0.9643061108	0.1674143367
1707	0.9644488864	0.1673483433
1708	0.9647344375	0.1672731849
1709	0.9645916619	0.1672253096
1710	0.964877213	0.1671395321
1711	0.964877213	0.1670806104
1712	0.964877213	0.1670108181
1713	0.964877213	0.1669428404
1714	0.9650199886	0.1668670973
1715	0.9650199886	0.1667862434
1716	0.9653055397	0.1666943191
1717	0.9653055397	0.1666001648
1718	0.9651627641	0.1665384122
1719	0.9650199886	0.1664940774
1720	0.9651627641	0.1664333637
